종목코드,종목명,재무제표종류,유동자산_2023,유동자산_2022,유동자산_2021,유동부채_2023,유동부채_2022,유동부채_2021,부채총계_2023,부채총계_2022,부채총계_2021,자본총계_2023,자본총계_2022,자본총계_2021,매출액_2023,매출액_2022,매출액_2021,영업이익_2023,영업이익_2022,영업이익_2021,당기순이익_2023,당기순이익_2022,당기순이익_2021,ROE_2023,부채비율_2023,유동비율_2023,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
267980,매일유업,CFS,604124645634.0,599958025059.0,641585227759.0,215905134775.0,266099319977.0,196596810927.0,432715886369.0,477924807928.0,484407343509.0,540085617857.0,496823485046.0,497291840965.0,1782979215597.0,1685644029927.0,1551869546714.0,72229121232.0,60688076526.0,87797405868.0,55050059635.0,14430960859.0,74245215795.0,10.19,80.12,279.81,2.9,96.2,225.46,14.93,97.41,326.35,5.77,19.02,8.62,-30.88
269620,시스웍,CFS,17808456608.0,21254239010.0,31712390264.0,33833430812.0,34400523029.0,91373780928.0,35491572075.0,36017119248.0,91860683529.0,-6444491855.0,-4058617105.0,1722701914.0,14496957782.0,26538567314.0,16969391158.0,-2995920216.0,-38747592.0,-10585702065.0,-6103683789.0,-575024541.0,-84436611975.0,94.71,-550.73,52.64,14.17,-887.42,61.78,-4901.41,5332.36,34.71,-45.37,-7631.89,56.39,99.63
270520,앱튼,CFS,74440497588.0,58797454823.0,30802125657.0,39808869768.0,23651614018.0,6791348108.0,40137012185.0,23776898905.0,6930137622.0,58425855851.0,42362352102.0,29325050663.0,20415365649.0,17563145101.0,25134889536.0,-6546305546.0,-3132579506.0,-1120241590.0,-5003432973.0,-3247801921.0,-930325848.0,-8.56,68.7,186.99,-7.67,56.13,248.6,-3.17,23.63,453.55,16.24,-108.97,-30.12,-179.63
270660,에브리봇,CFS,36628203569.0,40864805681.0,50836860511.0,14196748710.0,5455774635.0,7104896030.0,22259081777.0,24616600291.0,18303974710.0,65130685871.0,62247610796.0,57342812341.0,31697412701.0,53006504474.0,51110135014.0,1528651357.0,6178666797.0,10123202209.0,2812991587.0,6949410125.0,9476337690.0,4.32,34.18,258.0,11.16,39.55,749.02,16.53,31.92,715.52,-40.2,-75.26,3.71,-38.97
270870,뉴트리,CFS,54102414419.0,83134136765.0,97950584612.0,13356784850.0,34571677193.0,26301309790.0,31385390585.0,47894962229.0,53412064944.0,101346447644.0,98789343291.0,94787776151.0,151377308327.0,185285942302.0,246957876631.0,10523447198.0,4438879980.0,21147575812.0,4665537648.0,4751401084.0,19885624430.0,4.6,30.97,405.06,4.81,48.48,240.47,20.98,56.35,372.42,-18.3,137.07,-24.97,-79.01
271830,팸텍,CFS,58731240873.0,42095911193.0,44868775601.0,19397545181.0,25350260627.0,39893200860.0,23822644990.0,27855414062.0,42813506307.0,68239423566.0,44856304496.0,15844481033.0,96146067572.0,101855488115.0,56419913370.0,10829546939.0,24555361041.0,10938858003.0,7512038277.0,16879857019.0,6262798443.0,11.01,34.91,302.78,37.63,62.1,166.06,39.53,270.21,112.47,-5.61,-55.9,80.53,124.48
272110,케이엔제이,CFS,51569875452.0,36757707672.0,27316922890.0,29532930187.0,21148704915.0,16494633466.0,61267046128.0,54313783532.0,50002277549.0,65129834355.0,53782774316.0,43730565197.0,61919993102.0,62314404181.0,46510956665.0,12021728068.0,13286629491.0,4392605776.0,10761460446.0,9954382736.0,5523484872.0,16.52,94.07,174.62,18.51,100.99,173.81,12.63,114.34,165.61,-0.63,-9.52,33.98,202.48
272290,이녹스첨단소재,CFS,263433227837.0,272995385373.0,283424579131.0,109230230063.0,78731968723.0,119101419862.0,165813982289.0,83647833377.0,142027307784.0,406003672372.0,380267244857.0,308601701826.0,387002612208.0,489352939422.0,487292463999.0,42162013389.0,97114300759.0,96726171159.0,32773848117.0,85361139247.0,80186369787.0,8.07,40.84,241.17,22.45,22.0,346.74,25.98,46.02,237.97,-20.92,-56.59,0.42,0.4
273060,와이즈버즈,CFS,77847944981.0,62280184471.0,50590999377.0,49277770275.0,27689128071.0,15558785192.0,51567692431.0,29575390618.0,18239007192.0,45636461171.0,45753210404.0,40526636237.0,13858493766.0,15773791755.0,12262077188.0,218773844.0,2566135736.0,1800316749.0,842932802.0,2238845063.0,2714624174.0,1.85,113.0,157.98,4.89,64.64,224.93,6.7,45.0,325.16,-12.14,-91.47,28.64,42.54
273640,와이엠텍,CFS,40082926159.0,47125095251.0,39424012840.0,1663608439.0,4280243822.0,2786361223.0,1663608439.0,4280243822.0,3201026810.0,59262744895.0,59428258547.0,48921107625.0,34880929940.0,49293430011.0,30029977893.0,5960659671.0,14888566445.0,6963010591.0,6678073165.0,12728292065.0,6446944510.0,11.27,2.81,2409.4,21.42,7.2,1100.99,13.18,6.54,1414.89,-29.24,-59.96,64.15,113.82
274090,켄코아에어로스페이스,CFS,82894585403.0,64296380388.0,50552766567.0,68246923318.0,69707764157.0,59419479971.0,91495147036.0,91598200086.0,81047121297.0,58410709983.0,38147905769.0,25564384623.0,91142703333.0,75855078822.0,54682087389.0,877125128.0,7986393339.0,-13767636838.0,-1849276582.0,3244312389.0,-19645864594.0,-3.17,156.64,121.46,8.5,240.11,92.24,-76.85,317.03,85.08,20.15,-89.02,38.72,158.01
274400,이노시뮬레이션,CFS,15433794238.0,8595157829.0,13736095276.0,7390336383.0,15283774865.0,27157146641.0,21843257423.0,28407089124.0,47255276866.0,28459170633.0,14902663915.0,8239510656.0,19483806089.0,16878208538.0,14038403890.0,-155582735.0,-1795251839.0,-390633285.0,-278235641.0,-4812607844.0,-3187541675.0,-0.98,76.75,208.84,-32.29,190.62,56.24,-38.69,573.52,50.58,15.44,91.33,20.23,-359.57
275630,에스에스알,CFS,26254696246.0,26562468655.0,23825661841.0,2652042459.0,3205457388.0,2363231980.0,3178342475.0,3689546679.0,2625293579.0,27216223924.0,27839455471.0,25594618106.0,12157598516.0,12509384182.0,10667534100.0,1604365988.0,2386211078.0,1628063468.0,1716863112.0,1897479803.0,1649775741.0,6.31,11.68,989.98,6.82,13.25,828.66,6.45,10.26,1008.18,-2.81,-32.77,17.27,46.57
276040,스코넥,CFS,23936890348.0,27981234963.0,3032810936.0,2684498216.0,3771855091.0,5276474640.0,3000157668.0,4242559322.0,5974749703.0,22795808154.0,25481253884.0,-475668676.0,,,,-6054392063.0,-4634920334.0,-3253645177.0,-5250928765.0,-4448448680.0,-3836833320.0,-23.03,13.16,891.67,-17.46,16.65,741.84,806.62,-1256.07,57.48,,-30.63,,-42.45
276730,한울앤제주,CFS,18976202141.0,29789471247.0,45820192889.0,24441316901.0,18580002913.0,25040131261.0,26960441398.0,27601158517.0,34757892488.0,22806470350.0,34348911755.0,58020854172.0,22449535028.0,23969942752.0,28838913173.0,-11007839914.0,-11612579554.0,-7248891499.0,-12390083212.0,-24764349316.0,-8189575243.0,-54.33,118.21,77.64,-72.1,80.36,160.33,-14.11,59.91,182.99,-6.34,5.21,-16.88,-60.2
277070,린드먼아시아,CFS,21733368673.0,25339549932.0,31660209057.0,676434654.0,158646299.0,2508169699.0,10408040871.0,11532200243.0,11065858651.0,56397998529.0,54615513076.0,53139327633.0,9667503356.0,9778298115.0,16192845199.0,3400246788.0,4437147060.0,7224482314.0,3677471296.0,3494825279.0,5289776838.0,6.52,18.45,3212.93,6.4,21.12,15972.35,9.95,20.82,1262.28,-1.13,-23.37,-39.61,-38.58
277410,인산가,CFS,33604686944.0,29063633618.0,40648197175.0,15795055926.0,14182163694.0,15043778805.0,25085624731.0,36170462340.0,38012900064.0,65956190819.0,51354945006.0,50150858467.0,37300346743.0,33537795922.0,38307595796.0,5741488659.0,4704571278.0,8228512942.0,4972375687.0,3602579198.0,6394700587.0,7.54,38.03,212.75,7.02,70.43,204.93,12.75,75.8,270.2,11.22,22.04,-12.45,-42.83
277810,레인보우로보틱스,CFS,121223137827.0,62092470130.0,58149933766.0,1035402952.0,3185025706.0,1482052548.0,1955287162.0,14652195787.0,15970627370.0,130656200153.0,61507271655.0,47887486275.0,15258134872.0,13615411936.0,8969574693.0,-44589778382.0,1300876285.0,-1030713533.0,-842680471.0,5774170711.0,-7844932867.0,-0.64,1.5,11707.82,9.39,23.82,1949.51,-16.38,33.35,3923.61,12.07,-3527.67,51.8,226.21
277880,티에스아이,CFS,263438789430.0,176414627239.0,92219623714.0,225105599663.0,146445829197.0,39088235980.0,246129936881.0,187808127670.0,83265747722.0,97410021883.0,45107311297.0,40734921420.0,261126660091.0,148783063129.0,67319918067.0,1992444395.0,4927723769.0,-128616504.0,-4889773980.0,3124589356.0,1155044845.0,-5.02,252.67,117.03,6.93,416.36,120.46,2.84,204.41,235.93,75.51,-59.57,121.01,3931.33
278280,천보,CFS,281863280572.0,439441987127.0,226884929755.0,233399463468.0,148425084497.0,67292681252.0,583161645145.0,423815482608.0,97682643793.0,350528760483.0,394840441483.0,306055348815.0,182697745919.0,328858944972.0,271578895592.0,-8044807665.0,56473078225.0,50629174230.0,-45466112224.0,42836419269.0,48014565153.0,-12.97,166.37,120.76,10.85,107.34,296.07,15.69,31.92,337.16,-44.44,-114.25,21.09,11.54
278650,HLB바이오스텝,CFS,79413165187.0,112423720125.0,31178239720.0,64681925613.0,12775215355.0,16581687054.0,68141448662.0,99984345850.0,28264863176.0,103572995860.0,72202293454.0,66360876592.0,52814062371.0,86277023446.0,64403026842.0,-1276200671.0,6414119685.0,9822841173.0,-54238693.0,-882731842.0,11531954051.0,-0.05,65.79,122.77,-1.22,138.48,880.01,17.38,42.59,188.03,-38.79,-119.9,33.96,-34.7
279600,미디어젠,CFS,9041486784.0,14147624065.0,15350592581.0,4126312917.0,3414372893.0,3200852188.0,14508775491.0,14197936311.0,14406247023.0,10715486732.0,16575641366.0,17729739447.0,12752623418.0,17355905657.0,14995449089.0,-5272166711.0,-2038724080.0,-68283496.0,-5463026620.0,-1863151358.0,159828762.0,-50.98,135.4,219.12,-11.24,85.66,414.35,0.9,81.25,479.58,-26.52,-158.6,15.74,-2885.68
281740,레이크머티리얼즈,CFS,118800278420.0,86395353501.0,58518612003.0,103482364101.0,76900458193.0,51691844896.0,189134712477.0,126727506348.0,91575696110.0,110734983780.0,86782630448.0,58663301323.0,117789811143.0,131506715480.0,81853769513.0,29526390623.0,35391255844.0,20687310492.0,24368928333.0,27159823504.0,18079993384.0,22.01,170.8,114.8,31.3,146.03,112.35,30.82,156.1,113.21,-10.43,-16.57,60.66,71.08
282720,금양그린파워,CFS,147624064211.0,102756750990.0,85017780011.0,70165370577.0,51505316808.0,40092238727.0,76946934881.0,57691200244.0,44534276693.0,107820913103.0,60658007158.0,54302056845.0,238857679141.0,230598444583.0,173021916905.0,6051854924.0,10709399057.0,11793146435.0,19500858620.0,7550054026.0,8436203686.0,18.09,71.37,210.39,12.45,95.11,199.51,15.54,82.01,212.06,3.58,-43.49,33.28,-9.19
282880,코윈테크,CFS,335161201622.0,251618389663.0,120176475708.0,146073018847.0,111343355721.0,53839193295.0,189960408021.0,152261447420.0,68206034192.0,276633579861.0,190789987268.0,118210395655.0,335958325532.0,201154916332.0,106349899896.0,22817285083.0,14781550437.0,6616194447.0,22429639690.0,7634138040.0,7352208750.0,8.11,68.67,229.45,4.0,79.81,225.98,6.22,57.7,223.21,67.01,54.36,89.14,123.41
284620,카이노스메드,CFS,17117149597.0,31235523734.0,36872532277.0,5128702878.0,8677519321.0,25655366297.0,5213982602.0,9065658287.0,27356580092.0,15771123397.0,29916822398.0,14600182301.0,267311985.0,130024441.0,1662425507.0,-16811614766.0,-16155656398.0,-11219274373.0,-15239257166.0,-15913941243.0,-16225404831.0,-96.63,33.06,333.75,-53.19,30.3,359.96,-111.13,187.37,143.72,105.59,-4.06,-92.18,-44.0
285490,노바텍,CFS,132539083189.0,109879803155.0,115110249112.0,7862848676.0,9413232490.0,9639192227.0,10539940540.0,12741141344.0,14986233405.0,158705947048.0,132861196407.0,124496628761.0,92421026753.0,110494315651.0,90500181369.0,25608083180.0,26470752477.0,32949401572.0,29641335472.0,14263729951.0,34694007053.0,18.68,6.64,1685.64,10.74,9.59,1167.29,27.87,12.04,1194.19,-16.36,-3.26,22.09,-19.66
285800,진영,CFS,15369875365.0,14417593167.0,16714078495.0,6935887281.0,14084299874.0,15299586445.0,8044152274.0,26084636827.0,22607739487.0,41111073264.0,21422801767.0,15575759640.0,30903076752.0,48111617674.0,59264935906.0,-2361083010.0,6448571203.0,7040863762.0,-1873144597.0,5122212589.0,5855304522.0,-4.56,19.57,221.6,23.91,121.76,102.37,37.59,145.15,109.25,-35.77,-136.61,-18.82,-8.41
286750,나노실리칸첨단소재,CFS,10106167329.0,15900881855.0,22403532301.0,15831386845.0,16650563627.0,19374581274.0,19063286755.0,17991578184.0,20584958249.0,9704114921.0,10144094974.0,12409872373.0,6459076533.0,7139299058.0,7004484412.0,-2482020008.0,-3593951350.0,-1635040163.0,-6284184495.0,-2398820425.0,-2824300484.0,-64.76,196.45,63.84,-23.65,177.36,95.5,-22.76,165.88,115.63,-9.53,30.94,1.92,-119.81
287840,인투셀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288180,케이피항공산업,CFS,23318821650.0,14095421282.0,10264900154.0,24942950763.0,18085419701.0,9954822507.0,42213060168.0,30070321410.0,27580232813.0,13009159330.0,10343927277.0,6957427046.0,34568675428.0,26833818273.0,,861199663.0,499254479.0,,140024789.0,192612267.0,,1.08,324.49,93.49,1.86,290.71,77.94,,396.41,103.11,28.83,72.5,,
288330,파라택시스코리아,CFS,21730994346.0,54956573470.0,44426311898.0,10375343815.0,7494364094.0,3556304964.0,12962866891.0,9590117207.0,3609930975.0,19720230925.0,51865109155.0,43047318942.0,,,,-40349292514.0,-43501316725.0,-26391767980.0,-42455262384.0,-41699706212.0,-26278291392.0,-215.29,65.73,209.45,-80.4,18.49,733.31,-61.05,8.39,1249.23,,7.25,,-64.83
288620,에스프리즘,CFS,123197307811.0,127812620669.0,95009788598.0,71246486756.0,53750957276.0,40283300246.0,75259038035.0,82702817085.0,48545918826.0,69381328685.0,70405985825.0,70300476371.0,32525031491.0,46776298869.0,47305873014.0,-2482196188.0,1191676163.0,2258241085.0,-2283941972.0,750810030.0,4856148625.0,-3.29,108.47,172.92,1.07,117.47,237.79,6.91,69.05,235.85,-30.47,-308.29,-1.12,-47.23
288980,모아데이타,CFS,37707137322.0,32968261079.0,13340301282.0,31917957151.0,18076704606.0,4084181277.0,32948528778.0,18733855692.0,5538178420.0,40070757630.0,37074727750.0,19340728183.0,24542153231.0,21713748176.0,19642515854.0,-357661650.0,1078590391.0,2709731879.0,-582707850.0,1794502374.0,1083407339.0,-1.45,82.23,118.14,4.84,50.53,182.38,5.6,28.63,326.63,13.03,-133.16,10.54,-60.2
289010,아이스크림에듀,CFS,49859611916.0,49125185211.0,51798004550.0,23779612634.0,20621279622.0,20133265741.0,47303122484.0,25451275599.0,23188415989.0,44559536946.0,67239469773.0,66554727548.0,117613662193.0,133842491685.0,128568295652.0,-16703739012.0,2092800853.0,-6900606107.0,-23465565405.0,817712848.0,-7303021331.0,-52.66,106.16,209.67,1.22,37.85,238.23,-10.97,34.84,257.28,-12.13,-898.15,4.1,130.33
289080,SV인베스트먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289220,자이언트스텝,CFS,63445805235.0,87360365458.0,120660880608.0,21158078495.0,14898451184.0,14126385627.0,28482338772.0,23324552269.0,16573953529.0,98623931459.0,122964192647.0,127150591832.0,42309465927.0,40619850156.0,33157055213.0,-26059397731.0,-17860766009.0,-2908565928.0,-25162118393.0,-12676277323.0,-3471517212.0,-25.51,28.88,299.87,-10.31,18.97,586.37,-2.73,13.03,854.15,4.16,-45.9,22.51,-514.07
289930,웨이비스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290090,트윔,CFS,48089490504.0,47509941913.0,62795301386.0,12386630191.0,7108487315.0,6070550775.0,12600233214.0,7274329573.0,6313376085.0,66341418835.0,65986977497.0,74980306705.0,34492364516.0,19561616492.0,21602999976.0,2009168277.0,-6462409302.0,1267349459.0,2976029951.0,-5331063918.0,2223196739.0,4.49,18.99,388.24,-8.08,11.02,668.36,2.97,8.42,1034.43,76.33,131.09,-9.45,-609.92
290120,DH오토리드,CFS,116635110967.0,127434590757.0,140435952118.0,105085032603.0,100533295355.0,127364375324.0,119832562579.0,144521253816.0,152572580453.0,84915629684.0,88410658548.0,65631346086.0,235592265722.0,225952601224.0,178955196949.0,15774631616.0,22316017859.0,11386261656.0,-7545547060.0,23861774539.0,8247785626.0,-8.89,141.12,110.99,26.99,163.47,126.76,12.57,232.47,110.26,4.27,-29.31,26.26,95.99
290270,휴네시온,CFS,25429183591.0,20564072072.0,18623434326.0,8033729587.0,6266268514.0,6150873232.0,8246221254.0,6632197869.0,8508303782.0,42627390968.0,35930458173.0,41281762099.0,36140422011.0,30423152330.0,26542241555.0,4662572734.0,3418605715.0,2879699999.0,6740050487.0,-5005354511.0,14887421259.0,15.81,19.34,316.53,-13.93,18.46,328.17,36.06,20.61,302.78,18.79,36.39,14.62,18.71
290520,신도기연,CFS,36034307640.0,42318797796.0,49306802667.0,3220950780.0,10228607367.0,16924291945.0,3875365943.0,10862378601.0,18603969534.0,58003862289.0,61576817570.0,62164219819.0,20754838406.0,21815309134.0,39794110063.0,-2511118560.0,-3733139816.0,-2797994524.0,-3348436363.0,-400891592.0,1637442121.0,-5.77,6.68,1118.75,-0.65,17.64,413.73,2.63,29.93,291.34,-4.86,32.73,-45.18,-33.42
290550,디케이티,CFS,136585970007.0,135183325378.0,168940307186.0,103950792715.0,68873854791.0,71229814587.0,107003394329.0,99251705735.0,126681209732.0,132431241916.0,100797285717.0,78772884187.0,280218060416.0,363542945233.0,315241528615.0,14686766746.0,21185243178.0,18132892648.0,4373432214.0,19639533722.0,8744375330.0,3.3,80.8,131.39,19.48,98.47,196.28,11.1,160.82,237.18,-22.92,-30.67,15.32,16.83
290560,파라택시스이더리움,CFS,15514304046.0,9974847632.0,8999784745.0,2813633962.0,4977915169.0,6033662592.0,3868075754.0,5278412143.0,6517158212.0,19054469642.0,12037764183.0,10126773446.0,10459352357.0,9722819189.0,7862555985.0,1533812236.0,2127650146.0,1063068981.0,-19169236.0,1802650014.0,1012327133.0,-0.1,20.3,551.4,14.97,43.85,200.38,10.0,64.36,149.16,7.58,-27.91,23.66,100.14
290650,엘앤씨바이오,CFS,130357498864.0,64283982666.0,47632402624.0,101838386776.0,18738036312.0,5634878901.0,105374593372.0,91903982601.0,14135593651.0,156855512482.0,107821180109.0,93265296190.0,68869546328.0,52572492155.0,45677013794.0,7748005680.0,9483841990.0,13169947368.0,48531489397.0,5691985564.0,15580312267.0,30.94,67.18,128.0,5.28,85.24,343.07,16.71,15.16,845.31,31.0,-18.3,15.1,-27.99
290660,다이나믹솔루션,CFS,33536824784.0,12736862844.0,15349381697.0,28712305845.0,28908318850.0,24665907251.0,40262629468.0,40796743939.0,37194453426.0,31446129206.0,9573827098.0,15345904169.0,26613904786.0,26201602583.0,23158185846.0,-1778204164.0,-7537255487.0,-7665875593.0,-5540676042.0,-9621945184.0,-4862620574.0,-17.62,128.04,116.8,-100.5,426.13,44.06,-31.69,242.37,62.23,1.57,76.41,13.14,1.68
290670,대보마그네틱,CFS,49307813762.0,68525515752.0,41116470003.0,25544267758.0,19281569848.0,9847298979.0,28424068260.0,21304632203.0,10596511517.0,69698234481.0,79648536057.0,58634622022.0,39999530917.0,108560097334.0,42919554645.0,126782002.0,26508416585.0,5759535913.0,-8197570773.0,21887204023.0,5049756684.0,-11.76,40.78,193.03,27.48,26.75,355.39,8.61,18.07,417.54,-63.15,-99.52,152.94,360.25
290690,소룩스,CFS,47846798516.0,29648327383.0,25587900822.0,83117843285.0,23852496188.0,23768617483.0,97746027710.0,25071397259.0,25944001716.0,62421326519.0,43339328178.0,47937138116.0,59827801602.0,55896292167.0,70010753724.0,515597483.0,-4321420711.0,5055686712.0,-6697203911.0,-4331337827.0,4156650289.0,-10.73,156.59,57.57,-9.99,57.85,124.3,8.67,54.12,107.65,7.03,111.93,-20.16,-185.48
290720,푸드나무,CFS,56962804312.0,52203455300.0,48902764373.0,54649868080.0,47625488483.0,14806747741.0,92676067233.0,58061049079.0,15689371461.0,23080911027.0,47872922465.0,54744118245.0,190692808996.0,217202243524.0,191195148974.0,-17795536446.0,-2085848169.0,1493854633.0,-19992768396.0,-3344927353.0,260865103.0,-86.62,401.53,104.23,-6.99,121.28,109.61,0.48,28.66,330.27,-12.2,-753.16,13.6,-239.63
290740,액트로,CFS,70729579092.0,47562831428.0,48089457155.0,47271330570.0,25851242854.0,22877363648.0,50485528482.0,28384312497.0,25043298405.0,68270109983.0,63629879021.0,73833548385.0,156846101861.0,132980435155.0,92326395351.0,4692405185.0,-5770031333.0,-2156720713.0,5745559474.0,-9330275899.0,2870970026.0,8.42,73.95,149.62,-14.66,44.61,183.99,3.89,33.92,210.21,17.95,181.32,44.03,-167.54
291230,엔피,CFS,22616223912.0,11948816745.0,19280003323.0,20929488215.0,20051397409.0,23749495100.0,20993138574.0,20188786253.0,23903311257.0,33537609705.0,34413394639.0,36332608815.0,,,,-3695829980.0,-959581925.0,905658242.0,-2977154285.0,-1322873439.0,-10813025613.0,-8.88,62.6,108.06,-3.84,58.67,59.59,-29.76,65.79,81.18,,-285.15,,-205.95
291650,압타머사이언스,CFS,25033614040.0,37964324879.0,24815465032.0,15239181806.0,2537725210.0,431702662.0,17056722072.0,16422509644.0,1800432670.0,15478896907.0,29222836935.0,31461161240.0,243186322.0,358252888.0,269275078.0,-12206656526.0,-8319877014.0,-4067106305.0,-13601504427.0,-7115574962.0,-3831058596.0,-87.87,110.19,164.27,-24.35,56.2,1496.0,-12.18,5.72,5748.28,-32.12,-46.72,33.04,-104.57
291810,핀텔,CFS,18450335606.0,24580949155.0,8670242320.0,4371504805.0,5522942010.0,2409320558.0,5165858503.0,6397752925.0,5641310078.0,20664036426.0,20694575883.0,4745034576.0,12753031638.0,8765256298.0,8209142696.0,-2676771735.0,-3657563928.0,-853260169.0,-1253496965.0,-3764288625.0,-2416435981.0,-6.07,25.0,422.06,-18.19,30.92,445.07,-50.93,118.89,359.86,45.5,26.82,6.77,-328.66
293490,카카오게임즈,CFS,1020759793411.0,1057386586545.0,1151245393971.0,710111348746.0,266999791328.0,842728965583.0,1845488692378.0,1859048360222.0,1884525757027.0,1625527793504.0,2014893197778.0,2420486116967.0,1025085964285.0,1147692623364.0,1012481212260.0,74516883006.0,175817282307.0,111917451153.0,-322405861214.0,-196113897255.0,520154676371.0,-19.83,113.53,143.75,-9.73,92.27,396.03,21.49,77.86,136.61,-10.68,-57.62,13.35,57.1
293580,나우IB,CFS,,,,,,,54915252346.0,49279336309.0,36611377748.0,93981271253.0,93735745176.0,87468185462.0,26697697608.0,22344185768.0,30703942864.0,,,,1939073177.0,8301533164.0,12635018491.0,2.06,58.43,,8.86,52.57,,14.45,41.86,,19.48,,-27.23,
293780,압타바이오,CFS,57474395833.0,20419014895.0,23776984894.0,817953026.0,1040016820.0,787571785.0,31155725062.0,3744231253.0,3245557916.0,61363391275.0,52369500962.0,61665043271.0,323868818.0,48352850.0,223676750.0,-16373536399.0,-9506765792.0,-11366984785.0,-12061643748.0,-10564737257.0,-10689063169.0,-19.66,50.77,7026.61,-20.17,7.15,1963.34,-17.33,5.26,3019.02,569.8,-72.23,-78.38,16.37
294090,이오플로우,CFS,25323100224.0,103083886500.0,37271314289.0,7492375187.0,38772334093.0,3261288794.0,21812465624.0,53522475510.0,43743057693.0,58875180058.0,98727957573.0,18917202825.0,6589217470.0,6707876186.0,693267504.0,-39367250537.0,-34275183079.0,-26891741814.0,-62315059227.0,-31297576498.0,-29987922250.0,-105.84,37.05,337.98,-31.7,54.21,265.87,-158.52,231.23,1142.84,-1.77,-14.86,867.57,-27.46
294140,레몬,CFS,13002407681.0,11915096872.0,18173356816.0,11601742235.0,11797067101.0,12742204527.0,11608987235.0,15954992797.0,17585675149.0,16900047110.0,11797581144.0,28155894221.0,10477073411.0,39769236730.0,33416382819.0,-11688879337.0,-6646657964.0,-13052508423.0,-9140096883.0,-16358313077.0,-52010452095.0,-54.08,68.69,112.07,-138.66,135.24,101.0,-184.72,62.46,142.62,-73.66,-75.86,19.01,49.08
294570,쿠콘,CFS,99095513974.0,86708282490.0,117153301190.0,69058464718.0,50345752899.0,65332581641.0,79387991203.0,52794389909.0,72311991535.0,128160028671.0,129406692943.0,129651229238.0,68365726730.0,64522541912.0,61441577577.0,16586163829.0,20023636125.0,16824625841.0,7174300310.0,3786625735.0,7160832773.0,5.6,61.94,143.5,2.93,40.8,172.23,5.52,55.77,179.32,5.96,-17.17,5.01,19.01
294630,서남,CFS,7266085319.0,9062023374.0,13483563752.0,3420466057.0,8793405524.0,10670689866.0,4419952103.0,9758454656.0,11795050355.0,11013595899.0,7904220524.0,9869177170.0,6390911562.0,6364610272.0,1137169357.0,-3093888012.0,-2400302378.0,-3633006882.0,-11253726653.0,-2115205777.0,-3996088702.0,-102.18,40.13,212.43,-26.76,123.46,103.05,-40.49,119.51,126.36,0.41,-28.9,459.69,33.93
295310,에이치브이엠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296640,이노에이엑스,CFS,23923734051.0,21376081325.0,11432740050.0,3268362799.0,2756692462.0,3841449655.0,4236289061.0,3392731440.0,4602685041.0,30142173465.0,31344568676.0,13090018317.0,15510863452.0,16231490364.0,16404906910.0,-1240608765.0,1288468429.0,3109212749.0,34782575.0,2148609581.0,2833461082.0,0.12,14.05,731.98,6.85,10.82,775.42,21.65,35.16,297.62,-4.44,-196.29,-1.06,-58.56
297090,씨에스베어링,CFS,89417643356.0,82338178684.0,56702618704.0,63097050668.0,64709371342.0,71561288038.0,64120202715.0,68769971936.0,80377395236.0,85669851121.0,87124252500.0,55820299869.0,76607854875.0,49006656971.0,95558016880.0,57074357.0,-8827162718.0,499117927.0,-1610060402.0,-17381640332.0,-1134615913.0,-1.88,74.85,141.71,-19.95,78.93,127.24,-2.03,143.99,79.24,56.32,100.65,-48.72,-1868.55
297570,아틀라스링크,CFS,39622797718.0,38238371431.0,36385025973.0,16350860493.0,9791424009.0,4017057298.0,17734245583.0,10345495068.0,16110623875.0,40691908647.0,31254040556.0,25006522205.0,26583526247.0,28744200269.0,36672802384.0,4250212435.0,4297759688.0,6955898706.0,4896695723.0,6084691305.0,5488141178.0,12.03,43.58,242.33,19.47,33.1,390.53,21.95,64.43,905.76,-7.52,-1.11,-21.62,-38.21
297890,HB솔루션,CFS,116999215619.0,118475153658.0,100829569868.0,51235251437.0,70224669663.0,19256009315.0,68231954690.0,71547088288.0,55183358050.0,229814779391.0,142997995882.0,103864916361.0,96170053722.0,187600280055.0,46773127251.0,6764041996.0,27124893443.0,667762433.0,75623976845.0,43592380338.0,6084585788.0,32.91,29.69,228.36,30.48,50.03,168.71,5.86,53.13,523.63,-48.74,-75.06,301.09,3962.06
298060,풍전약품,CFS,13260028756.0,10039817126.0,20311708346.0,1148217990.0,4562237132.0,8709277610.0,4930243910.0,8508993786.0,9432198923.0,20473543664.0,24510961512.0,44612548193.0,695697915.0,395982302.0,439262616.0,-12997668186.0,-12578927265.0,-12155169610.0,-23961422032.0,-22930003233.0,-22518682918.0,-117.04,24.08,1154.84,-93.55,34.72,220.06,-50.48,21.14,233.22,75.69,-3.33,-9.85,-3.49
